actor_id,award_name,year,award_outcome,award_description
nm0000158,David di Donatello Awards,1995,"Nominee
David","Best Foreign Actor (Migliore Attore Straniero)
Forrest Gump (1994)"
nm0000158,Denver Film Critics Society,2020,"Nominee
DFCS Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Denver Film Critics Society,2017,"Nominee
DFCS Award","Best Actor
Sully (2016)"
nm0000158,Denver Film Critics Society,2014,"Nominee
DFCS Award","Best Actor
Captain Phillips (2013)"
nm0000158,Detroit Film Critics Society Awards,2019,"Nominee
DFCS Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Detroit Film Critics Society Awards,2013,"Nominee
DFCS Award","Best Actor
Captain Phillips (2013)"
nm0000158,Dublin Film Critics Circle Awards,2013,"Nominee
DFCC","Best Actor
Captain Phillips (2013)


2nd place"
nm0000158,Días de Cine Awards,2021,"Nominee
Días de Cine Award","Best Foreign Actor
A Beautiful Day in the Neighborhood (2019)


5th place"
nm0000158,Días de Cine Awards,2014,"Nominee
Días de Cine Award","Best Foreign Actor
Captain Phillips (2013)

Cloud Atlas (2012)


5th place"
nm0000158,"Empire Awards, UK",2014,"Nominee
Empire Award","Best Actor
Captain Phillips (2013)"
nm0000158,"Empire Awards, UK",2003,"Nominee
Empire Award","Best Actor
Road to Perdition (2002)"
nm0000158,"Empire Awards, UK",1999,"Winner
Empire Award","Best Actor
Saving Private Ryan (1998)"
nm0000158,Faro Island Film Festival,2000,"Nominee
Audience Award","Best Actor
Cast Away (2000)"
nm0000158,Faro Island Film Festival,1994,"Winner
Audience Award","Best Actor
Forrest Gump (1994)"
nm0000158,Film Society of Lincoln Center,2009,"Winner
Gala Tribute",
nm0000158,Florida Film Critics Circle Awards,2019,"Nominee
FFCC Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,GALECA: The Society of LGBTQ Entertainment Critics,2020,"Nominee
Dorian Award","Film Performance of the Year - Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Georgia Film Critics Association (GAFCA),2020,"Nominee
GAFCA Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Georgia Film Critics Association (GAFCA),2017,"Nominee
GAFCA Award","Best Actor
Sully (2016)"
nm0000158,Gold Derby Awards,2017,"Winner
Gold Derby TV Award","Comedy Guest Actor
Saturday Night Live (1975)"
nm0000158,Gold Derby Awards,2010,"Nominee
Gold Derby Award","Lead Actor of the Decade
Cast Away (2000)


As Chuck Noland"
nm0000158,Golden Apple Awards,1988,"Winner
Golden Apple","Male Star of the Year

Together with Kevin Costner."
nm0000158,"Golden Globes, USA",2020,"Winner
Cecil B. DeMille Award",
nm0000158,"Golden Globes, USA",2020,"Nominee
Golden Globe","Best Performance by an Actor in a Supporting Role in a Motion Picture
A Beautiful Day in the Neighborhood (2019)"
nm0000158,"Golden Globes, USA",2018,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
The Post (2017)"
nm0000158,"Golden Globes, USA",2014,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Captain Phillips (2013)"
nm0000158,"Golden Globes, USA",2008,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Comedy or Musical
Charlie Wilson's War (2007)"
nm0000158,"Golden Globes, USA",2001,"Winner
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Cast Away (2000)"
nm0000158,"Golden Globes, USA",1999,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Saving Private Ryan (1998)"
nm0000158,"Golden Globes, USA",1995,"Winner
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Forrest Gump (1994)"
nm0000158,"Golden Globes, USA",1994,"Winner
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Philadelphia (1993)"
nm0000158,"Golden Globes, USA",1994,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Comedy or Musical
Sleepless in Seattle (1993)"
nm0000158,"Golden Globes, USA",1989,"Winner
Golden Globe","Best Performance by an Actor in a Motion Picture - Comedy or Musical
Big (1988)"
nm0000158,Golden Schmoes Awards,2019,"Nominee
Golden Schmoes","Best Supporting Actor of the Year
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Golden Schmoes Awards,2013,"Nominee
Golden Schmoes","Best Actor of the Year
Captain Phillips (2013)"
nm0000158,"Hasty Pudding Theatricals, USA",1995,"Winner
Man of the Year",
nm0000158,Hawaii Film Critics Society,2020,"Nominee
HFCS Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Hawaii Film Critics Society,2018,"Nominee
HFCS Award","Best Actor
The Post (2017)"
nm0000158,Hollywood Critics Association,2020,"Nominee
HCA Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Hollywood Critics Association,2020,"Nominee
HCA Award","Best Visual Effects or Animated Performance
Toy Story 4 (2019)"
nm0000158,Hollywood Film Awards,2016,"Winner
Hollywood Film Award","Actor of the Year
Sully (2016)"
nm0000158,Hollywood Film Awards,2002,"Winner
Actor of the Year",
nm0000158,Huading Award,2020,"Winner
Huading Award","Best Global Supporting Actor in a Motion Picture
A Beautiful Day in the Neighborhood (2019)"
nm0000158,IGN Summer Movie Awards,2019,"Nominee
IGN Award","Best Supporting Performer in a Movie
A Beautiful Day in the Neighborhood (2019)"
nm0000158,IGN Summer Movie Awards,2016,"Nominee
IGN Award","Best Movie Actor
Sully (2016)"
nm0000158,IGN Summer Movie Awards,2013,"Nominee
IGN Award","Best Movie Actor
Captain Phillips (2013)"
nm0000158,"Indiana Film Journalists Association, US",2019,"Nominee
IFJA Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,"Indiana Film Journalists Association, US",2016,"Nominee
IFJA Award","Best Actor
Sully (2016)"
nm0000158,International Documentary Association,2015,"Nominee
IDA Award","Best Episodic Series
The Seventies (2015)

Shared with:

Gary Goetzman

Mark Herzog"
nm0000158,International Documentary Association,2014,"Nominee
IDA Award","Best Limited Series
The Sixties (2014)

Shared with:

Gary Goetzman

(executive producer)        

Mark Herzog

(executive producer)"
nm0000158,International Documentary Association,2014,"Nominee
Video Source Award","The Assassination of President Kennedy (2013)

Shared with:

Gary Goetzman

(executive producer)        

Mark Herzog

(executive producer)"
nm0000158,Iowa Film Critics Awards,2020,"Nominee
IFC Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Jupiter Award,2017,"Nominee
Jupiter Award","Best International Actor
A Hologram for the King (2016)"
nm0000158,Jupiter Award,2005,"Nominee
Jupiter Award","Best International Actor
The Terminal (2004)"
nm0000158,Jupiter Award,2001,"Winner
Jupiter Award","Best International Actor
Cast Away (2000)"
nm0000158,Jupiter Award,1994,"Winner
Jupiter Award","Best International Actor
Forrest Gump (1994)"
nm0000158,Kansas City Film Critics Circle Awards,1994,"Winner
KCFCC Award","Best Actor
Forrest Gump (1994)"
nm0000158,"Kids' Choice Awards, USA",2020,"Nominee
Blimp Award","Favorite Male Voice from an Animated Movie
Toy Story 4 (2019)"
nm0000158,"Kids' Choice Awards, USA",2011,"Nominee
Blimp Award","Favorite Voice from an Animated Movie
Toy Story 3 (2010)"
nm0000158,"Kids' Choice Awards, USA",2000,"Nominee
Blimp Award","Favorite Voice from an Animated Movie
Toy Story 2 (1999)"
nm0000158,"Kids' Choice Awards, USA",1996,"Nominee
Blimp Award","Favorite Movie Actor
Apollo 13 (1995)"
nm0000158,Las Vegas Film Critics Society Awards,2000,"Nominee
Sierra Award","Best Actor
Cast Away (2000)"
nm0000158,Latino Entertainment Journalists Association Film Awards,2020,"Nominee
LEJA Award","Best Voice or Motion Capture Performance
Toy Story 4 (2019)"
nm0000158,London Critics Circle Film Awards,2020,"Nominee
ALFS Award","Supporting Actor of the Year
A Beautiful Day in the Neighborhood (2019)"
nm0000158,London Critics Circle Film Awards,2014,"Nominee
ALFS Award","Actor of the Year
Captain Phillips (2013)"
nm0000158,London Critics Circle Film Awards,2014,"Nominee
ALFS Award","Supporting Actor of the Year
Saving Mr. Banks (2013)"
nm0000158,London Critics Circle Film Awards,1999,"Nominee
ALFS Award","Actor of the Year
Saving Private Ryan (1998)"
nm0000158,Los Angeles Film Critics Association Awards,1988,"Winner
LAFCA Award","Best Actor
Big (1988)

Punchline (1988)"
nm0000158,Los Angeles Online Film Critics Society Awards,2017,"Nominee
LAOFCS Award","Best Actor
The Post (2017)"
nm0000158,MovieGuide Awards,2020,"Nominee
Grace Award","Most Inspiring Performance in Movies
A Beautiful Day in the Neighborhood (2019)"
nm0000158,MTV Movie + TV Awards,2001,"Nominee
MTV Movie Award","Best Male Performance
Cast Away (2000)"
nm0000158,MTV Movie + TV Awards,2001,"Nominee
MTV Movie Award","Best Kiss
Cast Away (2000)

Shared with:

Helen Hunt"
nm0000158,MTV Movie + TV Awards,2001,"Nominee
MTV Movie Award","Best On-Screen Team
Cast Away (2000)

Shared with:

Wilson the Volleyball"
nm0000158,MTV Movie + TV Awards,2000,"Nominee
MTV Movie Award","Best On-Screen Duo
Toy Story 2 (1999)

Shared with:

Tim Allen"
nm0000158,MTV Movie + TV Awards,1999,"Nominee
MTV Movie Award","Best Male Performance
Saving Private Ryan (1998)"
nm0000158,MTV Movie + TV Awards,1999,"Nominee
MTV Movie Award","Best Action Sequence
Saving Private Ryan (1998)


For Tom Hanks and company landing on Normandy beach."
nm0000158,MTV Movie + TV Awards,1996,"Nominee
MTV Movie Award","Best Male Performance
Apollo 13 (1995)"
nm0000158,MTV Movie + TV Awards,1996,"Nominee
MTV Movie Award","Best On-Screen Duo
Toy Story (1995)

Shared with:

Tim Allen

(voice)"
nm0000158,MTV Movie + TV Awards,1995,"Nominee
MTV Movie Award","Best Male Performance
Forrest Gump (1994)"
nm0000158,MTV Movie + TV Awards,1994,"Winner
MTV Movie Award","Best Male Performance
Philadelphia (1993)"
nm0000158,MTV Movie + TV Awards,1994,"Nominee
MTV Movie Award","Best On-Screen Duo
Sleepless in Seattle (1993)

Shared with:

Meg Ryan"
nm0000158,MTV Movie + TV Awards,1994,"Nominee
MTV Movie Award","Best On-Screen Duo
Philadelphia (1993)

Shared with:

Denzel Washington"
nm0000158,MTV Movie + TV Awards,1993,"Nominee
MTV Movie Award","Best Kiss
A League of Their Own (1992)

Shared with:

Pauline Brailsford"
nm0000158,Museum of Modern Art Film Benefit,2016,"Winner
Museum of Modern Art Film Benefit Honoree",Museum of Modern Art Film Benefit Honoree
nm0000158,"National Board of Review, USA",2017,"Winner
NBR Award","Best Actor
The Post (2017)"
nm0000158,"National Board of Review, USA",1994,"Winner
NBR Award","Best Actor
Forrest Gump (1994)"
nm0000158,"National Film and Television Awards, USA",2019,"Nominee
National Film and Television Award","Best Performance in an Animated Movie
Toy Story 4 (2019)"
nm0000158,"National Society of Film Critics Awards, USA",2001,"Nominee
NSFC Award","Best Actor
Cast Away (2000)"
nm0000158,New York Film Critics Circle Awards,2000,"Winner
NYFCC Award","Best Actor
Cast Away (2000)"
nm0000158,New York Film Critics Circle Awards,1988,"Nominee
NYFCC Award","Best Actor
Big (1988)"
nm0000158,North Carolina Film Critics Association,2020,"Nominee
NCFCA Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,North Carolina Film Critics Association,2018,"Nominee
NCFCA Award","Best Actor
The Post (2017)"
nm0000158,North Dakota Film Society,2020,"Nominee
NDFS Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,"North Texas Film Critics Association, US",2019,"Winner
NTFCA Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,"North Texas Film Critics Association, US",2017,"Nominee
NTFCA Award","Best Actor
The Post (2017)


3rd place"
nm0000158,Online Film & Television Association,2020,"Winner
OFTA Film Award","Best Voice-Over Performance
Toy Story 4 (2019)


As the voice of ""Woody""."
nm0000158,Online Film & Television Association,2020,"Nominee
OFTA Film Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Online Film & Television Association,2018,"Nominee
OFTA Film Award","Best Ensemble
The Post (2017)

Shared with:

Meryl Streep

Sarah Paulson

Bob Odenkirk

Tracy Letts

Bradley Whitford

Bruce Greenwood

Carrie Coon

Matthew Rhys"
nm0000158,Online Film & Television Association,2017,"Nominee
OFTA Television Award","Best Male Performance in a Variety Program
Saturday Night Live (1975)"
nm0000158,Online Film & Television Association,2015,"Winner
OFTA Film Hall of Fame",Acting
nm0000158,Online Film & Television Association,2014,"Nominee
OFTA Film Award","Best Actor
Captain Phillips (2013)"
nm0000158,Online Film & Television Association,2002,"Winner
OFTA Television Award","Best Direction of a Motion Picture or Miniseries
Band of Brothers (2001)

Shared with:

David Frankel

David Leland

Richard Loncraine

David Nutter

Phil Alden Robinson

Mikael Salomon

Tony To"
nm0000158,Online Film & Television Association,2002,"Nominee
OFTA Television Award","Best Writing of a Motion Picture or Miniseries
Band of Brothers (2001)

Shared with:

Erik Jendresen

John Orloff

E. Max Frye

Graham Yost

Bruce C. McKenna

Erik Bork"
nm0000158,Online Film & Television Association,2001,"Winner
OFTA Film Award","Best Actor
Cast Away (2000)"
nm0000158,Online Film & Television Association,1998,"Winner
OFTA Television Award","Best Writing of a Motion Picture or Miniseries
From the Earth to the Moon (1998)

Shared with:

Steven Katz

Graham Yost

Remi Aubuchon

Al Reinert

Andy Wolk

Erik Bork

Paul McCudden

Amy Brooke Baker

Peter Osterlund

Jeffrey Alan Fiskin

Karen Janszen"
nm0000158,Online Film & Television Association,1998,"Nominee
OFTA Television Award","Best Direction of a Motion Picture or Miniseries
From the Earth to the Moon (1998)

Shared with:

Frank Darabont

David Frankel

Lili Fini Zanuck

Graham Yost

Frank Marshall

Jon Turteltaub

Gary Fleder

David Carson

Sally Field

Jonathan Mostow"
nm0000158,Online Film Critics Society Awards,2013,"Nominee
OFCS Award","Best Actor
Captain Phillips (2013)"
nm0000158,Online Film Critics Society Awards,2001,"Winner
OFCS Award","Best Actor
Cast Away (2000)"
nm0000158,Online Film Critics Society Awards,1999,"Nominee
OFCS Award","Best Actor
Saving Private Ryan (1998)"
nm0000158,Palm Springs International Film Festival,2017,"Winner
Icon Award","Sully (2016)



""Tom Hanks delivers yet another career-defining performance bringing to life the heroism of airline...                More


""Tom Hanks delivers yet another career-defining performance bringing to life the heroism of airline pilot Captain Chesley 'Sully' Sullenberger,"" said Festival Chairman Harold Matzner. ""This is sure to be remembered in his long list of iconic character roles, including those in Forrest Gump, Captain Phillips, Castaway, Philadelphia, Saving Private Ryan, the Toy Story films and so many others. The Palm Springs International Film Festival is honored to present this year's Icon Award to Tom Hanks."""
nm0000158,Palm Springs International Film Festival,2014,"Winner
Chairman's Award","Captain Phillips (2013)

Saving Mr. Banks (2013)



In a remarkable feat that vividly illustrates the range of his talent, this year he portrayed two ...                More


In a remarkable feat that vividly illustrates the range of his talent, this year he portrayed two real life characters, each a powerhouse performance in its own right. In the film Captain Phillips, he plays Richard Phillips, the captain of a ship hijacked by pirates, while in Saving Mr. Banks he plays Walt Disney trying to turn the book Mary Poppins into a film - two roles that couldn't be more divergent."
nm0000158,"People's Choice Awards, USA",2020,"Nominee
People's Choice Award","Favorite Drama Movie Star
Greyhound (2020)"
nm0000158,"People's Choice Awards, USA",2020,"Nominee
People's Choice Award","Favorite Male Movie Star
Greyhound (2020)"
nm0000158,"People's Choice Awards, USA",2019,"Nominee
People's Choice Award","Favorite Animated Movie Star
Toy Story 4 (2019)"
nm0000158,"People's Choice Awards, USA",2017,"Winner
People's Choice Award",Favorite Dramatic Movie Actor
nm0000158,"People's Choice Awards, USA",2017,"Nominee
People's Choice Award",Favorite Movie Actor
nm0000158,"People's Choice Awards, USA",2017,"Nominee
People's Choice Award",Favorite Movie Icon
nm0000158,"People's Choice Awards, USA",2012,"Nominee
People's Choice Award",Favorite Movie Icon
nm0000158,"People's Choice Awards, USA",2007,"Nominee
People's Choice Award",Favorite Male Movie Star
nm0000158,"People's Choice Awards, USA",2005,"Nominee
People's Choice Award",Favorite Male Movie Star
nm0000158,"People's Choice Awards, USA",2004,"Winner
People's Choice Award",Favorite All-Time Entertainer
nm0000158,"People's Choice Awards, USA",2002,"Winner
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",2002,"Winner
People's Choice Award",Favorite Motion Picture Star in a Drama
nm0000158,"People's Choice Awards, USA",2000,"Nominee
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1999,"Winner
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1998,"Nominee
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1997,"Nominee
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1996,"Winner
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1996,"Winner
People's Choice Award",Favorite Actor in a Dramatic Motion Picture
nm0000158,"People's Choice Awards, USA",1995,"Winner
People's Choice Award",Favorite Dramatic Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1993,"Nominee
People's Choice Award",Favorite Motion Picture Actor
nm0000158,"People's Choice Awards, USA",1991,"Nominee
People's Choice Award",Favorite Motion Picture Actor
nm0000158,PGA Awards,2013,"Winner
PGA Award","Outstanding Producer of Long-Form Television
Game Change (2012)

Shared with:

Gary Goetzman

Jay Roach

Amy Sayres

Steve Shareshian

Danny Strong"
nm0000158,PGA Awards,2011,"Winner
PGA Award","Outstanding Producer of Long-Form Television
The Pacific (2010)

Shared with:

Gary Goetzman

Eugene Kelly

Todd London

Cherylanne Martin

Bruce C. McKenna

Steve Shareshian

Steven Spielberg

Tony To

Timothy Van Patten

Graham Yost"
nm0000158,PGA Awards,2011,"Winner
Lifetime Achievement Award in Television",
nm0000158,PGA Awards,2009,"Winner
PGA Award","Outstanding Producer of Long-Form Television
John Adams (2008)

Shared with:

David Coatsworth

Frank Doelger

Gary Goetzman

Steve Shareshian"
nm0000158,PGA Awards,2003,"Nominee
PGA Award","Outstanding Producer of Theatrical Motion Pictures
My Big Fat Greek Wedding (2002)

Shared with:

Rita Wilson

Gary Goetzman"
nm0000158,PGA Awards,2002,"Winner
PGA Award","Outstanding Producer of Long-Form Television
Band of Brothers (2001)

Shared with:

Steven Spielberg

Tony To"
nm0000158,PGA Awards,1999,"Winner
PGA Award","Outstanding Producer of Long-Form Television
From the Earth to the Moon (1998)

Shared with:

Tony To

John P. Melfi

Graham Yost

Brian Grazer

Ron Howard

Michael Bostick

Erik Bork

Bruce Richmond

Janace Tashjian"
nm0000158,PGA Awards,1999,"Winner
Vision Award","Television
From the Earth to the Moon (1998)"
nm0000158,Phoenix Critics Circle,2019,"Nominee
PCC Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Phoenix Film Critics Society Awards,2016,"Nominee
PFCS Award","Best Actor in a Leading Role
Sully (2016)"
nm0000158,Phoenix Film Critics Society Awards,2013,"Nominee
PFCS Award","Best Actor in a Leading Role
Captain Phillips (2013)"
nm0000158,Phoenix Film Critics Society Awards,2013,"Nominee
PFCS Award","Best Actor in a Supporting Role
Saving Mr. Banks (2013)"
nm0000158,Phoenix Film Critics Society Awards,2013,"Nominee
PFCS Award","Best Acting Ensemble
Saving Mr. Banks (2013)

Shared with:

Emma Thompson

Annie Rose Buckley

Colin Farrell

Paul Giamatti

Ruth Wilson

Jason Schwartzman

B.J. Novak

Bradley Whitford

Kathy Baker

Melanie Paxson

Rachel Griffiths

Ronan Vibert"
nm0000158,Phoenix Film Critics Society Awards,2003,"Nominee
PFCS Award","Best Actor in a Leading Role
Road to Perdition (2002)"
nm0000158,Phoenix Film Critics Society Awards,2001,"Nominee
PFCS Award","Best Actor in a Leading Role
Cast Away (2000)"
nm0000158,Publicists Guild of America,2003,"Winner
Showmanship Award","Motion Picture
Shared with:

Rita Wilson

Gary Goetzman"
nm0000158,San Diego Film Critics Society Awards,2013,"Nominee
SDFCS Award","Best Actor
Captain Phillips (2013)"
nm0000158,San Francisco Film Critics Circle,2016,"Nominee
SFFCC Award","Best Actor
Sully (2016)"
nm0000158,Satellite Awards,2019,"Nominee
Satellite Award","Best Actor in a Supporting Role
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Satellite Awards,2017,"Nominee
Satellite Award","Best Actor in a Motion Picture
Sully (2016)"
nm0000158,Satellite Awards,2014,"Nominee
Satellite Award","Best Actor in a Motion Picture
Captain Phillips (2013)"
nm0000158,Satellite Awards,2014,"Nominee
Satellite Award","Best Actor in a Supporting Role
Saving Mr. Banks (2013)"
nm0000158,Satellite Awards,2003,"Nominee
Golden Satellite Award","Best Actor in a Motion Picture, Drama
Road to Perdition (2002)"
nm0000158,Scream Awards,2010,"Nominee
Scream Award","Best Fantasy Actor
Toy Story 3 (2010)"
nm0000158,Screen Actors Guild Awards,2020,"Nominee
Actor","Outstanding Performance by a Male Actor in a Supporting Role
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Screen Actors Guild Awards,2014,"Nominee
Actor","Outstanding Performance by a Male Actor in a Leading Role
Captain Phillips (2013)"
nm0000158,Screen Actors Guild Awards,2001,"Nominee
Actor","Outstanding Performance by a Male Actor in a Leading Role
Cast Away (2000)"
nm0000158,Screen Actors Guild Awards,2000,"Nominee
Actor","Outstanding Performance by a Cast in a Theatrical Motion Picture
The Green Mile (1999)

Shared with:

Patricia Clarkson

James Cromwell

Jeffrey DeMunn

Michael Clarke Duncan

Graham Greene

Bonnie Hunt

Doug Hutchison

Michael Jeter

David Morse

Barry Pepper

Sam Rockwell

Harry Dean Stanton"
nm0000158,Screen Actors Guild Awards,1999,"Nominee
Actor","Outstanding Performance by a Male Actor in a Leading Role
Saving Private Ryan (1998)"
nm0000158,Screen Actors Guild Awards,1999,"Nominee
Actor","Outstanding Performance by a Cast
Saving Private Ryan (1998)

Shared with:

Edward Burns

Matt Damon

Jeremy Davies

Vin Diesel

Adam Goldberg

Barry Pepper

Giovanni Ribisi

Tom Sizemore"
nm0000158,Screen Actors Guild Awards,1996,"Winner
Actor","Outstanding Performance by a Cast
Apollo 13 (1995)

Shared with:

Kevin Bacon

Ed Harris

Bill Paxton

Kathleen Quinlan

Gary Sinise"
nm0000158,Screen Actors Guild Awards,1995,"Winner
Actor","Outstanding Performance by a Male Actor in a Leading Role
Forrest Gump (1994)"
nm0000158,Seattle Film Critics Society,2020,"Nominee
SFCS Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,"ShoWest Convention, USA",1999,"Winner
Special Award",Boxoffice Star of the Decade
nm0000158,"ShoWest Convention, USA",1995,"Winner
ShoWest Award",Male Star of the Year
nm0000158,Southeastern Film Critics Association Awards,1999,"Nominee
SEFCA Award","Best Actor
Saving Private Ryan (1998)"
nm0000158,Southeastern Film Critics Association Awards,1995,"Winner
SEFCA Award","Best Actor
Forrest Gump (1994)"
nm0000158,"St. Louis Film Critics Association, US",2017,"Nominee
SLFCA Award","Best Actor
The Post (2017)"
nm0000158,"St. Louis Film Critics Association, US",2016,"Nominee
SLFCA Award","Best Actor
Sully (2016)"
nm0000158,"St. Louis Film Critics Association, US",2013,"Nominee
SLFCA Award","Special Merit (for best scene, cinematic technique or other memorable aspect or moment)
Captain Phillips (2013)



For the scene near the end of the film where Tom Hanks is being checked out by military medical ...                More


For the scene near the end of the film where Tom Hanks is being checked out by military medical personnel and he breaks down."
nm0000158,Teen Choice Awards,2001,"Winner
Teen Choice Award","Film - Choice Chemistry
Cast Away (2000)

Shared with:

Wilson the Volleyball"
nm0000158,The Kennedy Center Honors,2014,"Winner
Kennedy Center Honors",
nm0000158,The Stinkers Bad Movie Awards,2006,"Winner
Stinker Award","Worst On-Screen Hairstyle
The Da Vinci Code (2006)"
nm0000158,The Streamy Awards,2013,"Winner
Streamy Award","Best Animated Series
Electric City (2012)

Shared with:

Gary Goetzman

(executive producer)        

Joshua Feldman

(producer)        

Bo Stevenson

(producer)        

Joel Trussell

(director)"
nm0000158,Toronto Film Critics Association Awards,1998,"Nominee
TFCA Award","Best Performance, Male
Saving Private Ryan (1998)"
nm0000158,TV Land Awards,2007,"Winner
TV Land Award",Little Screen/Big Screen Star (Men)
nm0000158,TV Land Awards,2006,"Nominee
TV Land Award",Little Screen/Big Screen Star (Men)
nm0000158,TV Land Awards,2004,"Nominee
TV Land Award",Big Star/Little Screen Favorite
nm0000158,TV Land Awards,2003,"Nominee
TV Land Award",Small Screen to Silver Screen
nm0000158,Vancouver Film Critics Circle,2019,"Nominee
VFCC Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Village Voice Film Poll,2016,"Nominee
VVFP Award","Best Actor
Sully (2016)


10th place."
nm0000158,Village Voice Film Poll,2013,"Nominee
VVFP Award","Best Actor
Captain Phillips (2013)


10th place."
nm0000158,Walk of Fame,1992,"Winner
Star on the Walk of Fame","Motion Picture

On 1 July 1992. At 7000 Hollywood Blvd."
nm0000158,Washington DC Area Film Critics Association Awards,2019,"Nominee
WAFCA Award","Best Supporting Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Washington DC Area Film Critics Association Awards,2019,"Nominee
WAFCA Award","Best Voice Performance
Toy Story 4 (2019)"
nm0000158,Western Heritage Awards,2021,"Winner
Bronze Wrangler","Theatrical Motion Picture
News of the World (2020)"
nm0000158,Women Film Critics Circle Awards,2021,"Nominee
WFCC Award","Best Screen Couple
News of the World (2020)

Shared with:

Helena Zengel"
nm0000158,Women Film Critics Circle Awards,2019,"Nominee
WFCC Award","Best Actor
A Beautiful Day in the Neighborhood (2019)"
nm0000158,Yoga Awards,2007,"Winner
Yoga Award","Worst Foreign Actor
The Da Vinci Code (2006)"
nm0000234,"Academy Awards, USA",2020,"Nominee
Oscar","Best Performance by an Actress in a Leading Role
Bombshell (2019)"
nm0000234,"Academy Awards, USA",2006,"Nominee
Oscar","Best Performance by an Actress in a Leading Role
North Country (2005)"
nm0000234,"Academy Awards, USA",2004,"Winner
Oscar","Best Actress in a Leading Role
Monster (2003)"
nm0000234,Primetime Emmy Awards,2005,"Nominee
Primetime Emmy","Outstanding Supporting Actress in a Miniseries or a Movie
The Life and Death of Peter Sellers (2004)


For playing: ""Britt Ekland""."
nm0000234,BAFTA Awards,2020,"Nominee
BAFTA Film Award","Best Leading Actress
Bombshell (2019)"
nm0000234,BAFTA Awards,2006,"Nominee
BAFTA Film Award","Best Performance by an Actress in a Leading Role
North Country (2005)"
nm0000234,BAFTA Awards,2005,"Nominee
BAFTA Film Award","Best Performance by an Actress in a Leading Role
Monster (2003)"
nm0000234,AACTA International Awards,2020,"Nominee
AACTA International Award","Best Lead Actress
Bombshell (2019)"
nm0000234,AACTA International Awards,2016,"Nominee
AACTA International Award","Best Lead Actress
Mad Max: Fury Road (2015)"
nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA",2021,"Nominee
Saturn Award","Best Actress
The Old Guard (2020)"
nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA",2016,"Winner
Saturn Award","Best Actress
Mad Max: Fury Road (2015)"
nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA",2013,"Nominee
Saturn Award","Best Supporting Actress
Snow White and the Huntsman (2012)"
nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA",2010,"Nominee
Saturn Award","Best Actress
The Burning Plain (2008)"
nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA",2009,"Nominee
Saturn Award","Best Supporting Actress
Hancock (2008)"
nm0000234,"Academy of Science Fiction, Fantasy & Horror Films, USA",1999,"Nominee
Saturn Award","Best Supporting Actress
Mighty Joe Young (1998)"
